,sentence,rankt,ranko
5204,ダメだ！,5204,616
5205,俺の,5205,10000
5206,誓って,5206,10000
5207,怖いか？,5207,10000
5208,フィッツ！,5208,10000
5209,これがいい,5209,10000
5210,前回までのホームランド,5210,10000
5211,忘れないで,5211,10000
5212,この野朗！,5212,10000
5213,忘れて,5213,10000
5214,フォー！,5214,10000
5215,話したのか？,5215,10000
5216,こっちに来い！,5216,10000
5217,前回のザ･ウォーキング･デッドは･･･,5217,10000
5218,誰から,5218,10000
5219,ここは何だ？,5219,10000
5220,ここに座って,5220,10000
5221,心配すんな,5221,10000
5222,ここじゃない,5222,10000
5223,ピーター･〝キッド･ チョコレート〞･ クイリン,5223,10000
5224,これで全部だ,5224,10000
5225,こうやって,5225,10000
5226,こんちは,5226,10000
5227,さあ 行こう,5227,10000
5228,ご苦労さま,5228,10000
5229,言うんだ！,5229,10000
5230,急ぐんだ,5230,10000
5231,ご列席の皆様,5231,10000
5232,言えてる,5232,10000
5233,こんな,5233,10000
5234,言ったわ,5234,10000
5235,助かったわ,5235,10000
5236,助かるわ,5236,10000
5237,これを持って,5237,10000
5238,良い,5238,10000
5239,これまでのスーパーガール,5239,10000
5240,これまでのウォーキングデッド,5240,10000
5241,ピエール,5241,229
5242,ピエール！,5242,223
5243,ここから出て行け！,5243,10000
5244,こうだ,5244,10000
5245,恐れることはない,5245,10000
5246,連れてこい,5246,10000
5247,今すぐに！,5247,10000
5248,お前じゃない,5248,10000
5249,兄さん,5249,10000
5250,お兄ちゃん,5250,188
5251,逃げられない,5251,10000
5252,逃げるな,5252,10000
5253,通せ,5253,10000
5254,おまえ,5254,10000
5255,お好きなように,5255,10000
5256,入っても？,5256,10000
5257,逮捕する,5257,10000
5258,おかしいわね,5258,10000
5259,おかげさまで,5259,10000
5260,おかあさん！,5260,246
5261,入って！,5261,10000
5262,彼女の名前は？,5262,10000
5263,お前はどうする？,5263,10000
5264,お姉ちゃん,5264,306
5265,誰もいないわ,5265,10000
5266,かけ直す,5266,10000
5267,こいつは誰だ？,5267,10000
5268,ブースだ,5268,10000
5269,今はダメだ,5269,10000
5270,きれい,5270,10000
5271,警察です,5271,10000
5272,ベイビー！,5272,10000
5273,かなり,5273,10000
5274,大丈夫よ！,5274,10000
5275,起立,5275,828
5276,お願いだ。,5276,10000
5277,お終いだ,5277,10000
5278,待ってろ！,5278,10000
5279,お父さんは？,5279,10000
5280,ホントだよ,5280,10000
5281,お構いなく,5281,10000
5282,起動,5282,10000
5283,パス,5283,607
5284,分かったよ。,5284,10000
5285,ナタリー,5285,10000
5286,バーン,5286,10000
5287,戻って来い,5287,10000
5288,我はフォースと共にあり フォースは我と共にある,5288,10000
5289,そうかね？,5289,10000
5290,そっちはどうだ？,5290,10000
5291,ハァ,5291,10000
5292,ノーマン,5292,10000
5293,そうしろ,5293,10000
5294,トロイ！,5294,10000
5295,そうは思いません,5295,10000
5296,そうじゃ,5296,10000
5297,そうじゃないよ,5297,10000
5298,そうじゃないんだ,5298,10000
5299,そうすれば,5299,10000
5300,トニー？,5300,10000
5301,余計なお世話だ,5301,10000
5302,戻ってきて！,5302,10000
5303,そうだとも,5303,10000
5304,そうなんですか,5304,10000
5305,戻ってきて,5305,10000
5306,勘弁して,5306,10000
5307,行け　行け　行け,5307,10000
5308,勘弁してくれよ,5308,10000
5309,そうだな？,5309,10000
5310,ニカ,5310,10000
5311,ドロシー！,5311,10000
5312,ハイッ,5312,191
5313,すまないが,5313,10000
5314,すてき,5314,10000
5315,ハリー？,5315,10000
5316,そこを動くな！,5316,10000
5317,バーコフ,5317,10000
5318,そこにいて,5318,10000
5319,そして、街に害をおよぼす誰からも。,5319,10000
5320,俺が悪かった,5320,10000
5321,覚えておけ,5321,10000
5322,息子？,5322,10000
5323,手に入れた,5323,10000
5324,助けてくれる？,5324,10000
5325,それじゃない,5325,10000
5326,助けて欲しい,5326,10000
5327,行くか,5327,10000
5328,それが何？,5328,10000
5329,それが何だ？,5329,10000
5330,見ないで,5330,10000
5331,そして最後に,5331,10000
5332,デイジー,5332,10000
5333,見て下さい,5333,10000
5334,じっとしてて,5334,10000
5335,バ,5335,10000
5336,すぐに戻ります,5336,10000
5337,行けー！,5337,10000
5338,問題が起きた,5338,10000
5339,君はどうなんだ？,5339,10000
5340,何を探してるの？,5340,10000
5341,分かるでしょ？,5341,10000
5342,何を見たの？,5342,10000
5343,博士？,5343,10000
5344,君次第だ,5344,10000
5345,何してるのよ？,5345,10000
5346,分かりません。,5346,10000
5347,北の王よ！,5347,10000
5348,何を言ってるの,5348,10000
5349,半速！,5349,10000
5350,分かったから,5350,10000
5351,大変だわ！,5351,10000
5352,外に出ろ,5352,10000
5353,危なかった,5353,10000
5354,何年も,5354,10000
5355,女の子だ,5355,10000
5356,分かっています,5356,10000
5357,変ね,5357,10000
5358,何って？,5358,10000
5359,何もないよ,5359,10000
5360,何てことだ。,5360,10000
5361,何か判ったか？,5361,10000
5362,何かしら,5362,10000
5363,前進！,5363,10000
5364,俺の名はオリバー・クイーン,5364,10000
5365,何のことです？,5365,10000
5366,何か食べる？,5366,10000
5367,何か隠してる,5367,10000
5368,合,5368,199
5369,俺に触るな！,5369,10000
5370,何を企んでる？,5370,10000
5371,可愛い,5371,10000
5372,助けてー！,5372,10000
5373,何も感じない,5373,10000
5374,何も心配ない,5374,10000
5375,可愛いわね,5375,10000
5376,助けてくれた,5376,10000
5377,何か情報は？,5377,10000
5378,地獄のような島の5年後に,5378,10000
5379,事故だったんだ,5379,10000
5380,何をしたんだ,5380,10000
5381,分からないの？,5381,10000
5382,何てことを,5382,10000
5383,不可能です,5383,10000
5384,何が欲しいんだ？,5384,10000
5385,出発！,5385,10000
5386,何言ってるの,5386,10000
5387,不思議だ,5387,10000
5388,僕もさ,5388,10000
5389,君の,5389,10000
5390,何ですって！,5390,10000
5391,大丈夫かな？,5391,10000
5392,何をしているの,5392,10000
5393,君だよ,5393,10000
5394,何で知ってる？,5394,10000
5395,傷つけるつもりはない,5395,10000
5396,友達,5396,10000
5397,伏せてろ,5397,10000
5398,マクギー,5398,10000
5399,ほっといてくれ！,5399,10000
5400,ガブリエル,5400,10000
5401,すごいよ,5401,10000
5402,止めて！,5402,10000
5403,見たよ,5403,10000
5404,エイブラハム,5404,10000
5405,すぐ戻るから,5405,10000
5406,"エクスペリアームス""！",5406,10000
5407,すぐ戻ります,5407,10000
5408,次の方,5408,10000
5409,エディー！,5409,10000
5410,エドワード,5410,10000
5411,すぐに戻るわ,5411,10000
5412,次だ,5412,10000
5413,エリス,5413,10000
5414,エレナ,5414,10000
5415,じゃあ何？,5415,10000
5416,オリビア？,5416,10000
5417,オリー,5417,10000
5418,しっかりして！,5418,1085
5419,カレブ！,5419,10000
5420,カーティス？,5420,10000
5421,核融合炉修復,5421,10000
5422,カーラ？,5422,10000
5423,しかしながら,5423,10000
5424,すごくね,5424,10000
5425,正解！,5425,10000
5426,死だ,5426,10000
5427,殺さないでくれ,5427,10000
5428,わかりました！,5428,10000
5429,その通りだよ,5429,10000
5430,その通りだな,5430,10000
5431,気にすんな,5431,10000
5432,そのままだ,5432,10000
5433,殺してない,5433,10000
5434,そっちこそ,5434,10000
5435,アッ・・・,5435,204
5436,殺されるぞ,5436,10000
5437,行きます！,5437,10000
5438,アメリカ人？,5438,10000
5439,見せてやる,5439,10000
5440,アラン,5440,10000
5441,そう思うよ,5441,10000
5442,アンジー,5442,10000
5443,アンドリュー,5443,10000
5444,アンナ？,5444,10000
5445,アーヤ,5445,10000
5446,要するに,5446,10000
5447,イエス・サー。,5447,10000
5448,そういう事,5448,10000
5449,そう、そう,5449,10000
5450,カール？,5450,10000
5451,キエラ！,5451,10000
5452,押さえて,5452,10000
5453,来やがれ！,5453,10000
5454,ジューン,5454,10000
5455,こっちだよ,5455,10000
5456,ジョシュ,5456,10000
5457,誰かが,5457,10000
5458,ジョンだ,5458,10000
5459,早く 早く,5459,10000
5460,ここに来たのは,5460,10000
5461,ここには居られない,5461,10000
5462,ここには居ない,5462,10000
5463,放せよ,5463,10000
5464,ここから出してくれ,5464,10000
5465,こいつは？,5465,10000
5466,攻撃！,5466,10000
5467,誰よ？,5467,10000
5468,攻撃,5468,10000
5469,くっそ,5469,601
5470,セバスチャン？,5470,10000
5471,くそ。,5471,10000
5472,く〝〟ゝ,5472,195
5473,ゾーイ？,5473,10000
5474,タイラー！,5474,10000
5475,掴まれ,5475,10000
5476,貴様,5476,10000
5477,誰かいる,5477,10000
5478,ジェリー！,5478,10000
5479,誓うわ,5479,10000
5480,これまでのフラッシュは,5480,10000
5481,さあ行くぞ！,5481,10000
5482,覚えてない？,5482,10000
5483,クリスティーナ,5483,10000
5484,来たか,5484,10000
5485,グレッグ？,5485,10000
5486,ご免なさい,5486,10000
5487,ケーラ。,5487,10000
5488,本当ね,5488,10000
5489,ゴーゴー！,5489,10000
5490,言っとくが,5490,10000
5491,これは違う,5491,10000
5492,ジェス！,5492,10000
5493,これはこれは,5493,10000
5494,サムライ・フォーエバー,5494,10000
5495,サムライ・フォーエバー！,5495,10000
5496,サヨナラ,5496,10000
5497,これね,5497,10000
5498,これでどうだ？,5498,10000
5499,これでいいのか？,5499,10000
5500,シェーン！,5500,10000
5501,この！,5501,1117
5502,話を聞け！,5502,10000
5503,わからないの,5503,10000
5504,気をつけて。,5504,10000
5505,わぁ！,5505,10000
5506,よし行こう,5506,10000
5507,どうする！,5507,10000
5508,なんで？,5508,180
5509,約束した,5509,10000
5510,知りません。,5510,10000
5511,知りたいんだ,5511,10000
5512,どうしてそんなことを？,5512,10000
5513,どうして　わかったの？,5513,10000
5514,どうしたいの？,5514,10000
5515,はい、はい,5515,10000
5516,知らないね,5516,10000
5517,知ってるわよ,5517,10000
5518,どうかした,5518,10000
5519,ともかく,5519,10000
5520,上手くいった,5520,10000
5521,ほっといてよ,5521,10000
5522,真実,5522,10000
5523,ぼくもだ,5523,10000
5524,まさに,5524,10000
5525,まじかよ,5525,10000
5526,目を覚ませ！,5526,10000
5527,またあとで,5527,10000
5528,終わったよ,5528,10000
5529,監視カメラは？,5529,10000
5530,どうって？,5530,10000
5531,確認しろ,5531,995
5532,社長,5532,10000
5533,私と,5533,10000
5534,どこ行くんだ,5534,10000
5535,どしたの？,5535,10000
5536,どんなだ？,5536,10000
5537,私のせいよ,5537,10000
5538,どんな人？,5538,10000
5539,どんな気分？,5539,10000
5540,ないんだ,5540,10000
5541,私にはわかる,5541,10000
5542,私にはできない,5542,10000
5543,なぜ こんな事を？,5543,10000
5544,どこにも行かない,5544,10000
5545,なんだこりゃ,5545,10000
5546,なぜこんなことを？,5546,10000
5547,なぜそれを？,5547,10000
5548,どこにも,5548,10000
5549,どくんだ,5549,10000
5550,移動しろ,5550,10000
5551,なによ,5551,10000
5552,移動するぞ,5552,10000
5553,移動だ！,5553,10000
5554,なんか,5554,1076
5555,どうなっている？,5555,10000
5556,でも大丈夫,5556,10000
5557,まだある,5557,10000
5558,でも―,5558,10000
5559,やめろー！,5559,10000
5560,特に何も,5560,10000
5561,聞くんだ！,5561,10000
5562,片端者！,5562,10000
5563,もっと早く,5563,10000
5564,そんなところだ,5564,10000
5565,熱い！,5565,10000
5566,やってる！,5566,10000
5567,やっぱり！,5567,10000
5568,無理だ。,5568,10000
5569,それは知らなかった,5569,10000
5570,火を消してください！,5570,10000
5571,ただ・・,5571,10000
5572,良いんだよ,5572,10000
5573,準備はいいか,5573,10000
5574,準備できました,5574,10000
5575,準備して,5575,10000
5576,よくなった,5576,10000
5577,よくやったな,5577,10000
5578,よけろ！,5578,10000
5579,それだけです,5579,10000
5580,決して！,5580,10000
5581,それがいいわ,5581,10000
5582,聞いて下さい,5582,10000
5583,もう良い,5583,10000
5584,痛い？,5584,10000
5585,もういいんだ,5585,10000
5586,終わりにしよう,5586,10000
5587,でたらめだ,5587,10000
5588,結婚してくれる？,5588,10000
5589,できれば,5589,10000
5590,できるの？,5590,10000
5591,畜生。,5591,10000
5592,男,5592,10000
5593,結果は？,5593,10000
5594,申し訳ありませんでした,5594,10000
5595,絶好調だ,5595,10000
5596,つかまえた,5596,10000
5597,現実じゃない,5597,10000
5598,綺麗だよ,5598,10000
5599,もういい？,5599,10000
5600,用意は？,5600,10000
5601,もうよせ,5601,10000
5602,生きてる？,5602,10000
5603,だと思う,5603,10000
5604,生きてたのか,5604,10000
5605,もう少しよ,5605,10000
5606,聞いてるか,5606,10000
5607,だいじょうぶか？,5607,1038
5608,挑戦するの,5608,10000
5609,これでいいわ,5609,10000
5610,ヘイゼル,5610,10000
5611,待ってたよ,5611,10000
5612,ヘレナ,5612,10000
5613,いや　結構,5613,10000
5614,ベケット,5614,10000
5615,ベス！,5615,10000
5616,待て　待て！,5616,10000
5617,いや　まだだ,5617,10000
5618,いや そうじゃない,5618,10000
5619,ベンジー,5619,10000
5620,いや いや,5620,10000
5621,ホームズ？,5621,10000
5622,降下しろ！,5622,10000
5623,待ってくれよ,5623,10000
5624,ええ、そうね,5624,10000
5625,いくよ,5625,10000
5626,いかがですか？,5626,10000
5627,ポップポップ？,5627,10000
5628,離してよ！,5628,10000
5629,マウンテン,5629,10000
5630,彼女はどこにいる？,5630,10000
5631,電話するわ,5631,10000
5632,電話を,5632,10000
5633,彼女が,5633,10000
5634,いいかしら,5634,10000
5635,静かにしてろ,5635,10000
5636,長い間,5636,10000
5637,プロフェッサー,5637,10000
5638,銃を置け！,5638,10000
5639,ブース！,5639,10000
5640,バカか？,5640,10000
5641,うーん！,5641,10000
5642,選択の余地はない,5642,10000
5643,息ができない,5643,10000
5644,バーイ,5644,10000
5645,恐縮です,5645,10000
5646,パパよ,5646,10000
5647,パリ,5647,10000
5648,パンドラム,5648,10000
5649,パーカー,5649,10000
5650,うわあ！,5650,863
5651,ヒロ！,5651,10000
5652,うるせぇ,5652,10000
5653,ビクター？,5653,10000
5654,怖くない,5654,10000
5655,ピート？,5655,10000
5656,重要なのは,5656,10000
5657,うそでしょ,5657,10000
5658,うそつき,5658,10000
5659,う〜ん,5659,10000
5660,フロド,5660,10000
5661,心配しないで。,5661,10000
5662,後退だ！,5662,10000
5663,彼は誰？,5663,10000
5664,マーティン,5664,10000
5665,あん？,5665,10000
5666,あそこ！,5666,10000
5667,ロニー,5667,10000
5668,ロン,5668,10000
5669,ああ・・,5669,10000
5670,ローレル！,5670,10000
5671,ああ　いいよ,5671,10000
5672,ああ　ああ,5672,10000
5673,ワカった,5673,10000
5674,ワンダ,5674,10000
5675,ああ 神様,5675,10000
5676,ワーォ！,5676,10000
5677,ああ そうだね,5677,10000
5678,始まるぞ,5678,10000
5679,４！,5679,10000
5680,５！,5680,10000
5681,♪この愛でドアを開けよう,5681,10000
5682,妹よ,5682,10000
5683,好きにすればいい,5683,10000
5684,一緒に来ないか？,5684,10000
5685,‐ええ,5685,10000
5686,奴らだ,5686,10000
5687,一緒に行くよ,5687,10000
5688,ｑバート,5688,10000
5689,女？,5689,10000
5690,（みのり）え？,5690,10000
5691,あたし,5691,1105
5692,当然です,5692,10000
5693,（うなり声）,5693,623
5694,当然でしょ,5694,10000
5695,あれだよ,5695,10000
5696,メガフォース・ブラック！,5696,10000
5697,メガフォース・ブルー！,5697,10000
5698,頑張って！,5698,10000
5699,ありがとう　パパ,5699,10000
5700,当たり前だろ,5700,10000
5701,あらやだ,5701,10000
5702,食べろ,5702,10000
5703,ユーロン！,5703,10000
5704,あなたは誰,5704,10000
5705,ライオネル,5705,10000
5706,ラジャ、ラジャ,5706,10000
5707,平気です,5707,10000
5708,あなたは・・・,5708,10000
5709,リタ！,5709,10000
5710,帰る,5710,10000
5711,驚いた！,5711,10000
5712,ルディ,5712,10000
5713,あっ・・・,5713,265
5714,ルーカス？,5714,10000
5715,ルース？,5715,10000
5716,あっち行って,5716,10000
5717,違うの！,5717,10000
5718,どこ行くの,5718,10000
5719,逃げないと,5719,10000
5720,ドラカリス,5720,10000
5721,おいしい？,5721,10000
5722,戦争だ,5722,10000
5723,起きるんだ,5723,10000
5724,お気をつけて,5724,10000
5725,おそらくな,5725,10000
5726,チーフ,5726,10000
5727,デルタ！,5727,10000
5728,跳べ！,5728,10000
5729,ティリオン,5729,10000
5730,テレサ,5730,10000
5731,逃げろ！,5731,335
5732,デクスター？,5732,10000
5733,おとなしくしろ,5733,10000
5734,ドロシー,5734,10000
5735,お前の番だ,5735,10000
5736,デューク！,5736,10000
5737,デビット,5737,10000
5738,ナナ？,5738,10000
5739,愛してるんだ,5739,10000
5740,ナターシャ,5740,10000
5741,ネルソン,5741,10000
5742,ナンシー？,5742,10000
5743,ナイス,5743,10000
5744,ハイル・ヒトラー,5744,10000
5745,起きてる？,5745,1024
5746,起きなさい,5746,10000
5747,お,5747,1138
5748,道を空けろ！,5748,10000
5749,おい 大丈夫か？,5749,10000
5750,お会いできて嬉しいです,5750,10000
5751,我々は監視されてる,5751,10000
5752,駄目,5752,10000
5753,ここに！,5753,10000
5754,車を止めろ！,5754,10000
5755,飲めよ,5755,10000
5756,あ！,5756,565
5757,いいえ？,5757,10000
5758,お別れだ,5758,10000
5759,前回までのコンティニュアム,5759,10000
5760,ここはどこだ,5760,10000
5761,でも今は,5761,10000
5762,元気で,5762,10000
5763,聞きたい？,5763,10000
5764,でも違う,5764,10000
5765,あなたの家？,5765,10000
5766,あなたのように,5766,10000
5767,ここから出るぞ,5767,10000
5768,いいことだ,5768,10000
5769,聞いてますか？,5769,10000
5770,だれだ？,5770,10000
5771,このクソ野郎！,5771,10000
5772,追いかけろ！,5772,10000
5773,ちょっといいか,5773,10000
5774,こっちを向け,5774,10000
5775,何をです？,5775,10000
5776,だれ,5776,10000
5777,あれは・・・,5777,10000
5778,卿。,5778,10000
5779,考えさせてくれ,5779,10000
5780,だって・・・,5780,10000
5781,あんたも,5781,10000
5782,騒ぐな,5782,10000
5783,誕生日おめでとう！,5783,10000
5784,お前が必要だ,5784,10000
5785,順調？,5785,10000
5786,お前が黙れ！,5786,10000
5787,迷ったのか？,5787,10000
5788,こちらに,5788,10000
5789,ここは危険だ,5789,10000
5790,頼む　やめてくれ,5790,10000
5791,あの子は,5791,10000
5792,できるのか？,5792,10000
5793,お前のためだ,5793,10000
5794,ええと・・・,5794,10000
5795,ここから出て行け,5795,10000
5796,ここから出してくれ！,5796,10000
5797,ああ わかった,5797,10000
5798,分かった　ありがとう,5798,10000
5799,どう思います？,5799,10000
5800,どう思った？,5800,353
5801,２０７７年 私の時間 街 家族,5801,10000
5802,私を,5802,10000
5803,私よ！,5803,10000
5804,かもしれない,5804,10000
5805,かまわない,5805,10000
5806,かっこいい,5806,10000
5807,かかって来い,5807,10000
5808,分かったかい？,5808,10000
5809,貴方は？,5809,10000
5810,"♪ (""星に願いを"")",5810,221
5811,どこに行くんです？,5811,10000
5812,貴様！,5812,10000
5813,赤ちゃんは？,5813,10000
5814,お黙り！,5814,10000
5815,ｌ,5815,10000
5816,どこに行く気だ？,5816,10000
5817,どこへ行く,5817,10000
5818,貸してくれ,5818,10000
5819,お願いするわ,5819,10000
5820,がんばれよ,5820,10000
5821,きっとそうだ,5821,10000
5822,諸君！,5822,10000
5823,（どよめき）,5823,10000
5824,あなたこそ,5824,10000
5825,あと,5825,10000
5826,というのは,5826,10000
5827,あっ！,5827,366
5828,何を見たんだ？,5828,10000
5829,とまれ,5829,10000
5830,と言うと,5830,10000
5831,誰もいません,5831,10000
5832,お前ら！,5832,10000
5833,どうされました？,5833,10000
5834,調べてくれ,5834,10000
5835,どうでもいいさ,5835,10000
5836,切れ,5836,10000
5837,どうして分かったの？,5837,10000
5838,どうして分かった？,5838,10000
5839,足が,5839,10000
5840,僕はグルート,5840,10000
5841,（携帯の着信音）,5841,251
5842,簡単さ,5842,10000
5843,どうすれば良い？,5843,10000
5844,くそ野郎,5844,10000
5845,起て　虫けら！,5845,10000
5846,終わったのか？,5846,10000
5847,腕を上げて,5847,10000
5848,前回までのデクスター,5848,10000
5849,俺には,5849,10000
5850,見えなかった,5850,10000
5851,言えません,5851,10000
5852,いる？,5852,10000
5853,銃をおろせ,5853,10000
5854,行こうぜ！,5854,10000
5855,そうじゃない？,5855,10000
5856,具体的には？,5856,10000
5857,そうそう。,5857,10000
5858,そうでした,5858,10000
5859,俺に,5859,10000
5860,そうです！,5860,10000
5861,何言ってんだ？,5861,10000
5862,すばらしい。,5862,10000
5863,行け 行け！,5863,10000
5864,そうなんだ？,5864,10000
5865,いらないわ,5865,10000
5866,そう思いませんか？,5866,10000
5867,いやです,5867,10000
5868,行くのよ！,5868,10000
5869,こん畜生,5869,10000
5870,いやあ,5870,10000
5871,言ったでしょう,5871,10000
5872,そこで会おう,5872,10000
5873,言った通りだ,5873,10000
5874,すまないね,5874,10000
5875,うまいぞ,5875,10000
5876,そんなもんだ,5876,10000
5877,見つけたよ,5877,10000
5878,しかし、私のポッドは、コースを外れた。,5878,10000
5879,したわ,5879,10000
5880,ざまあみろ,5880,10000
5881,しばらくだな,5881,10000
5882,邪魔するな,5882,10000
5883,じゃあ。,5883,1084
5884,信じる？,5884,10000
5885,さらばだ,5885,10000
5886,す,5886,540
5887,全員,5887,10000
5888,見つけた？,5888,10000
5889,俺が殺した,5889,10000
5890,野獣を殺せ！,5890,10000
5891,遅刻だ,5891,10000
5892,分かりました,5892,75
5893,俺が言いたいのは,5893,10000
5894,おい、,5894,10000
5895,さあ来い！,5895,10000
5896,さあ どうぞ,5896,10000
5897,遅かった,5897,10000
5898,ご親切に,5898,10000
5899,すげぇ！,5899,10000
5900,ご機嫌いかが？,5900,10000
5901,分からない！,5901,10000
5902,おそらくね,5902,10000
5903,そこにいろ！,5903,10000
5904,そして、私はここに来た時点で、,5904,10000
5905,分かってる？,5905,10000
5906,それでいいのか？,5906,10000
5907,それでどうするの？,5907,10000
5908,連れて来い,5908,10000
5909,良い質問だ,5909,10000
5910,いくらだ,5910,10000
5911,これだ。,5911,10000
5912,それはなに？,5912,10000
5913,これしかない,5913,10000
5914,話をしたい,5914,10000
5915,自分を責めないで,5915,10000
5916,それは誰？,5916,10000
5917,話をしよう,5917,10000
5918,優秀な兵士は命令に従う・・・,5918,10000
5919,いい加減にしてくれ,5919,10000
5920,膝をつけ！,5920,10000
5921,それは違うわ,5921,10000
5922,それは間違いだ,5922,10000
5923,お任せを,5923,10000
5924,違うのよ,5924,10000
5925,それまでは,5925,10000
5926,危ないよ,5926,10000
5927,聞こえた,5927,10000
5928,俺は殺してない,5928,10000
5929,いいのか,5929,10000
5930,どこまで？,5930,10000
5931,北の王だ,5931,10000
5932,良くなった,5932,10000
5933,おばあちゃん？,5933,10000
5934,これを見ろ！,5934,10000
5935,そのとおり！,5935,10000
5936,俺に？,5936,10000
5937,その・・,5937,10000
5938,その必要は無い,5938,10000
5939,何故です？,5939,10000
5940,証拠は？,5940,10000
5941,いや　ちがう,5941,10000
5942,落ち着いて下さい,5942,10000
5943,そりゃすごい,5943,10000
5944,いや　いいよ,5944,10000
5945,冗談じゃない！,5945,10000
5946,そりゃよかった,5946,10000
5947,何処に？,5947,10000
5948,それが スーパーメガフォースへの道だ,5948,10000
5949,それが全てだ,5949,10000
5950,茂伯父,5950,211
5951,それだけだよ,5951,10000
5952,間に合わない,5952,10000
5953,冗談だろう,5953,10000
5954,それだけではない,5954,10000
5955,良く聞け,5955,10000
5956,連れて行け！,5956,10000
5957,贈り物だ,5957,10000
5958,女の子よ,5958,10000
5959,最後に会ったのは？,5959,10000
5960,来たよ,5960,10000
5961,ゲイリー！,5961,10000
5962,本物なの？,5962,10000
5963,来い！,5963,301
5964,来たな,5964,10000
5965,後にしてくれ,5965,10000
5966,ヘイ！,5966,10000
5967,クリァ,5967,10000
5968,ヒロ？,5968,10000
5969,待てない,5969,10000
5970,クソ食らえ,5970,10000
5971,来てくれて嬉しいわ,5971,10000
5972,ベッカ？,5972,10000
5973,ベラ,5973,10000
5974,クソッたれ！,5974,10000
5975,ゲイレン,5975,10000
5976,ゲーム？,5976,10000
5977,嘘だろ！,5977,10000
5978,必ずね,5978,10000
5979,何か質問は？,5979,10000
5980,今回は,5980,10000
5981,必ず戻る,5981,10000
5982,サイモン！,5982,10000
5983,必要ありません,5983,10000
5984,サマンサ！,5984,10000
5985,必要だ,5985,10000
5986,フォースは我と共に,5986,10000
5987,服を脱げ,5987,10000
5988,最高だね,5988,10000
5989,サーシャ,5989,10000
5990,応答しろ,5990,10000
5991,最高だった,5991,10000
5992,何が可笑しい？,5992,10000
5993,問題発生です,5993,10000
5994,カーター？,5994,10000
5995,ポルトス,5995,10000
5996,君を放ってはおかない,5996,10000
5997,今 父の死に際の願いを果たす,5997,10000
5998,アーメン！,5998,10000
5999,イェー,5999,10000
6000,君を行かせはしない,6000,10000
6001,ママー！,6001,10000
6002,何してたの？,6002,10000
6003,何ごとだ？,6003,10000
6004,イザベル,6004,10000
6005,マダム,6005,10000
6006,死ぬんだ,6006,10000
6007,彼女を見つけた,6007,10000
6008,待ちなさい！,6008,10000
6009,ウィル！,6009,10000
6010,ボーンズ！,6010,10000
6011,楽しかった？,6011,10000
6012,待ってください！,6012,10000
6013,エオウィン,6013,10000
6014,エッ？,6014,10000
6015,次の人,6015,645
6016,エラ！,6016,10000
6017,問題が？,6017,10000
6018,ボルト！,6018,10000
6019,ホップス！,6019,10000
6020,ホッパー！,6020,10000
6021,オオ,6021,10000
6022,構いません,6022,10000
6023,ホ,6023,288
6024,待つんだ！,6024,10000
6025,楽しそう,6025,10000
6026,ザック？,6026,10000
6027,どれくらいだ？,6027,1082
6028,アンドレア,6028,10000
6029,タンジー,6029,10000
6030,押さえろ！,6030,10000
6031,ダメダメ,6031,10000
6032,ダニー,6032,10000
6033,会えてうれしい,6033,10000
6034,探せ,6034,10000
6035,愛してる。,6035,10000
6036,ニュート！,6036,904
6037,シャロン,6037,10000
6038,撃たれたのか？,6038,10000
6039,ソフィー,6039,10000
6040,仕事中だ,6040,10000
6041,位置についた,6041,10000
6042,ゼロ,6042,10000
6043,仕事よ,6043,10000
6044,ダン！,6044,10000
6045,ドラゴン・ソード！,6045,10000
6046,外に出ろ！,6046,10000
6047,ドム！,6047,10000
6048,手伝え,6048,10000
6049,伏せるんだ！,6049,10000
6050,チャック,6050,10000
6051,手を放せ,6051,10000
6052,大丈夫、大丈夫。,6052,10000
6053,手をあげろ！,6053,10000
6054,ティム！,6054,10000
6055,デボ,6055,10000
6056,仰せの通りに,6056,10000
6057,大したもんだ,6057,10000
6058,デレク？,6058,10000
6059,戻った,6059,10000
6060,戻して,6060,10000
6061,意味が分からない,6061,10000
6062,撃ちまくれ！,6062,10000
6063,セバスチャン,6063,10000
6064,何かな？,6064,10000
6065,更に,6065,10000
6066,ショー,6066,10000
6067,シロ！,6067,217
6068,思った通りだ,6068,10000
6069,時間の問題だ,6069,10000
6070,ジア！,6070,10000
6071,急いで！,6071,743
6072,ジェームズ。,6072,10000
6073,時間がありません,6073,10000
6074,在,6074,210
6075,時々ね,6075,10000
6076,ジョエル,6076,10000
6077,地獄に堕ちろ,6077,10000
6078,今行く！,6078,10000
6079,ジョフリー！,6079,10000
6080,何かあったの,6080,10000
6081,整列！,6081,10000
6082,バン,6082,10000
6083,ス,6083,292
6084,何かがおかしい,6084,10000
6085,スタン,6085,10000
6086,バカね,6086,10000
6087,バイバイ！,6087,10000
6088,ハロルド？,6088,10000
6089,スネークアイズ,6089,10000
6090,ハッター,6090,10000
6091,何かある,6091,10000
6092,悪気はない,6092,10000
6093,スピーチ！,6093,10000
6094,何かあったんですか？,6094,10000
6095,マリコ？,6095,225
6096,彼女はどこだ,6096,10000
6097,もう十分よ,6097,10000
6098,また連絡します,6098,10000
6099,発動！,6099,10000
6100,子供達は？,6100,10000
6101,まだ決めてない,6101,10000
6102,疲れたよ,6102,10000
